Word,Count
pump's,33
Heat,33
CONNECTION,33
Managers.,33
request).,33
Corroded,33
9127,33
Do,33
mitigation,33
hoc,33
handed,33
300,33
11125,33
COVID,33
situated,33
returning,33
01315,33
stopped.,33
Charge,33
EM,33
told,33
ITS,33
rod,33
tag,33
emissions,33
Vancouver,33
MALFUNCTION,33
vapour,33
6102,33
LIST,33
14119,33
arc,33
evidences,33
overriding,33
AWARENESS.,33
"observed,",33
7101,33
duty.,33
"engine,",33
18319,33
adequacy,33
"Book,",33
VO,33
displaying,33
Policy,33
N/A.,33
14810,33
DAVIT,33
organization,33
"manuals,",33
sensors.,33
behind,33
hinges,33
bag,33
That,33
Acetylene,33
inability,33
rested,33
18311,33
Identification,33
prioritized,33
1324,33
thread,33
(S),33
fridges,33
on-board.,33
inspected.,33
SI100201,33
"lines,",33
14614,33
cabinet.,33
bunkers,33
Turkish,33
connectors,33
ORIGINAL,33
Owners,33
obstacles,33
surrounding,33
"comment,",33
repair/,33
TRADER,33
lightings,33
Coastal,33
Explorer,33
Inmarsat-C,33
"Procedure,",33
N/C,33
condensation,33
1310,33
close-out,33
"State,",33
handrail,33
believe,33
inconsistent,33
'A',33
5116,33
instructing,33
IBF,33
seeking,33
1.4,33
plans.,33
refrigerator,33
beacon,33
Ladder,33
"activated,",33
blocking,33
defrosting,33
Electric,33
negligent,33
prohibited,33
adequate.,33
chafing,33
extends,33
"reports,",33
PERSON,33
SSB,33
"code,",33
burnt,33
sessions.,33
Confirmation,33
occurances,33
facility.,33
boards,33
"sensors,",33
"pipe,",33
ENCLOSED,33
socket,33
live,33
01320,33
TESTED,33
"ports,",33
room),33
Inspector's,33
4110,33
Remarks.,33
substitutes,33
prints,33
interpretation,33
visitor's,33
Boat.,33
01305,33
audio,33
seafarer's,33
MI,33
reconditioned,33
assistance.,33
Coaching,33
plotted,33
(by,33
CORRECTIVE,33
reliability,33
roller,33
stored.,33
supplement.,33
measurements,33
9201,33
equal,33
mark.,33
implication,33
"arrangements,",33
usage.,33
Growth,33
island,33
15108,33
MONITOR,33
18426,33
ANCHOR,33
green,33
Lifebuoy,33
1818120,33
REQUISITION,33
guaranteed,33
16199,33
1684406,33
smaller,33
bowl,33
Pre-arrival,33
stain,33
/or,33
Vetting,33
docking.,33
accountability,33
tons,33
"cabin,",33
dark,33
legible,33
PROPERLY.,33
Subsequent,33
FULLY,33
rpm,33
User,33
value.,33
recognize,33
2.1,33
OT,33
"workshop,",33
11.4,33
"completion,",33
"unit,",33
NORMAL,33
EXHAUST,33
visits/,33
wall,33
Maximum,33
Transport,33
computer.,33
imposed.,33
SCAT,33
disembarking,33
Fleet.,33
20-09-2023,33
lagging.,33
hours',33
02199,33
pilotage,33
1333,33
faded.,33
9112,33
14610,33
consistently,33
"inoperative,",33
2027.,33
Periodic,33
CCS.,33
RUSTED,33
midship,33
marks.,33
sight,33
glass.,33
reconnected,33
thereafter,33
thinned,33
Response,33
correcting,33
substantial,33
2.Lack,33
cadets,33
Photos,33
hazards.,33
LOW,33
Signals,33
contamination,33
Fujairah,33
SLUDGE,33
stamped,33
imo,33
comparing,33
detainable,33
Target,33
ascertained,33
10102,33
mixing,33
that:,33
AMSA.,33
4116,33
Director,33
(Education,33
14601,33
4107,33
consequently,33
grids,33
Vessel.,33
Rubber,33
Master/Chief,33
10199,33
SAT-C,33
220v,33
classed,33
Feb.,33
Software,33
14604,33
PANEL,33
precautionary,32
Aux,32
compromised,32
R.O.,32
anchorage.,32
BULK,32
penetrating,32
national,32
decision,32
deal,32
9227,32
"Although,",32
elements,32
wages.,32
Good,32
"Australia,",32
cross-check,32
allows,32
Arrival,32
transmission,32
malfunctions,32
(Completed,32
"job,",32
Band,32
Serial,32
commercial,32
responsibilities.,32
(Form,32
"repairs,",32
"policies,",32
(if,32
"But,",32
Hong,32
200,32
Amended,32
Liferaft,32
leads,32
meticulously,32
"verification,",32
limits.,32
08th,32
IV99,32
"happened,",32
10129,32
keel,32
website,32
asap.,32
becomes,32
"cover,",32
close-up,32
discussion.,32
re-adjusted,32
encourage,32
replacements,32
Reset,32
short-,32
recurrences.,32
9223,32
mid,32
coils,32
18328,32
spilled,32
reflects,32
miss,32
Deputy,32
familiarised,32
"risk,",32
deferred,31
provisions.,31
whose,31
certificate;,31
photo.,31
Element:,31
Engines,31
CREW-50,31
Accidental,31
Noise,31
Act),31
ground.,31
Canada.,31
FORWARD,31
certification.,31
Weak,31
track,31
"30,",31
<,31
steward,31
flash,31
3199,31
deg,31
Clarification,31
supplying,31
routine.,31
highest,31
partial,31
P.A.,31
Agents,31
Synergy,31
Preparedness,31
Location,31
Ltd.,31
printout,31
8th,31
Off,31
Freeboard,31
1.5,31
(with,31
1108,31
MAINTAINED,30
subjective,30
INSTALLED,30
MECHANISM,30
STCW.,30
"gangway,",30
reminder.,30
24.,30
FAMILIARIZATION,30
OPS,30
(PSCO),30
Restricted,30
"Audit,",30
inoperational,30
NET,30
(2,30
kinds,30
"defects,",30
uniform,30
PERSONNEL,30
reset.,30
blind,30
field,30
Lifting,30
mentioned.,30
Trading,30
"(""Why",30
Non-compliance,30
4102,30
temperature.,30
18303,30
warnings,30
stand-by,30
HOURS.,30
bound,30
Supt,30
unclear,30
violations.,30
respects,30
Indian,30
washrooms,30
11126,30
Flash,30
aspects,30
included.,30
Locker,30
appropriate.,30
SEND,30
happen,30
STB,30
ACTION,30
07125,30
HULL,30
FUMIGATION,30
PIC.,30
ways,30
quickly,30
manifold.,30
alignment,30
garbage.,30
collaboration,30
"LT,",30
longitudinal,30
Hose,30
noticing,30
administrator,30
occur.,30
positioning,30
15113,30
2111,30
washroom,30
9111,30
ventilated,30
void,30
tasked,30
miscommunication,30
"ROOM,",30
"""SOM",30
reveal,30
hand.,30
corner,30
"railings,",30
UPDATED.,30
"ECDIS,",30
C/E.,30
|,30
"regularly,",30
Celsius.,30
obtaining,30
freed,30
missed.,30
acid,30
acted,30
verbal,30
chocks,30
"20,",30
Works,30
hook.,30
repaint,30
Breaker,30
5115,30
18432,30
11128,30
Persons,30
forces,30
turnbuckles,30
supplies.,30
Didn't,30
makers',30
warping,30
refused,30
consist,30
"Management,",30
services,30
reaching,30
Search,30
Management.,30
exercised,30
BOARD.,30
winter,30
Inspection:,30
SHIP.,30
rubbish,30
salaries,30
2010,30
"clear,",30
9205,30
weekly.,30
files.,30
2123,30
8108,30
"arranged,",30
No1,30
wasted.,30
BLOWER,30
deficiency:,30
TON,30
CHEMICAL,30
exist.,30
"gear,",30
"actions,",30
5106,30
blocked.,30
"them,",30
S.W.L,30
initially,30
risk.,30
"progress,",30
6107,30
PARTLY,30
typing,30
processed,30
attendances.,30
POSTED,30
familiarity.,30
DISCHARGE,30
05118,30
USED,30
Non-conformity,30
"wires,",30
AREA,30
225,30
incineration,30
accidental,30
separation,30
"dismantled,",30
"tests,",30
fireproof,30
gauging,30
understood.,30
Managing,30
window.,30
signage,30
3101,30
(fire,30
anti-skid,30
"recommendations,",30
tags,30
2133,30
EPL,30
chipping,30
loop.,30
DOES,30
Detection,30
9229,30
07110,30
14502,30
e-certificate,30
years.,30
requisitions,30
orientation,30
presently,30
QCV,30
members',30
"Hence,",30
Communications,30
re-paint,30
"30th,",30
department),30
Dutch,30
(pls,30
ECA.,30
6106,30
Monitor,30
03104,30
SOM-0701-29,30
3/0,30
Solas,30
directions,30
2128,30
contaminated,30
1313,30
Dewatering,30
INTO,30
watchkeeper,30
fallen,30
relocated,30
walkie,30
8110,30
always.,30
spares/tools/suppliers,30
LABOUR,30
beam,30
FAILURE,30
bars,30
14899,30
air.,30
03rd,30
potentially,30
DIRTY,30
Requirement,30
unnecessary,30
Tianjin,30
installation.,30
(on,30
Equipment/Machinery,30
Dirty,30
suggested,30
errors.,30
masks,30
operable,30
14110,30
occasions,30
unauthorized,30
extraction,30
Suez,30
18204,30
WINDOW,30
fire.,30
waterproof,30
Spliethoff,30
UNIT,30
CORRODED,30
Tear.,30
VALVES,30
"amended,",30
"notified,",30
superintendent's,30
retained,30
undertake,30
standing,30
drydock.,30
Heads,30
seconds.,30
"reporting,",30
(5,30
anodes,30
18304,30
TREATMENT,30
true,30
15-Sep-2022,30
signalling,30
SMI-S-H03,30
"cause,",30
middle,30
sequential,30
1220,30
parallel,30
"stores,",30
allotment,30
dewatering,30
ignored,30
works.,30
equipment:,30
QUANTITY,30
cards,30
intention,30
effects,30
INGRESS,30
WIAS,30
save-alls,30
inspection/,30
9103,30
Newcastle,30
Emphasize,30
Set,30
Broken,30
MT,30
44,30
18305,30
Kong,30
compensate,30
wrong.,30
Eight,30
"present,",30
improved.,30
19Apr2024,30
shooting,30
1132,30
GENERAL,30
Leak,30
Lifesaving,30
capacity.,30
unscheduled,30
ENTRIES,30
project,30
3111,30
CSO,30
9218,30
7123,30
Why:,30
filed.,30
scene.,30
"routines,",30
Filipino,30
tightened.,30
"discussed,",30
Reports,30
fans,30
reports.,30
"rooms,",30
locations.,30
8199,30
serving,30
14804,30
Attention,30
stairway,30
provision.,30
residual,30
pulley,30
7116,30
manuals.,30
26th,30
Session,30
Managed,30
Approval,30
eventually,30
renewing,30
toilets,30
refrigerant,30
signing.,30
clamp,30
Liability,30
Netherlands,30
02109,30
nav,30
Parts,30
"September,",30
FFE.,30
11123,30
"convention,",30
burner,30
retro-reflective,30
us,30
units.,30
C/O.,29
GAS,29
Fleet-wide,29
2022),29
4109,29
feasible,29
5101,29
"5,",29
9213,29
generic,29
1311,29
1328,29
energy,29
Elements:,29
rendering,29
Most,29
9130,29
2107,29
99103,29
fitter,29
stays,29
pose,29
Sighting,29
BOOK.,29
policy.,29
Forms,29
9110,29
deviate,29
"units,",29
2132,29
on-leave,29
2112,29
Aux.,29
putty,29
started.,29
A/B,29
1104,29
Measurement,29
rule,29
unjustified,29
"watch,",29
Notification,29
"Bridge,",29
"pump,",29
1139,29
lights.,29
advisory,29
Advisory,29
"provided,",29
18430,29
Signal,29
secondary,29
FAMILIAR,29
cook.,29
Details,29
18423,29
"areas,",29
(MARPOL,29
"details,",29
round.,29
point.,28
support.,28
overboard.,28
fenders,28
"using,",28
"System,",28
anchored,28
2113,28
ends,28
CSM,28
bulkhead.,28
MARKED,28
DEMONSTRATED,28
1138,28
EXPLORER,28
dropped,28
1102,28
ASIA,28
isolate,28
Future,28
3).,28
REQUIRED.,28
INTERNATIONAL,28
(at,28
4106,28
roles,28
troubleshoot,28
2120,28
"number,",28
10117,28
"analysis,",28
subscription,28
overload,28
reason.,27
(8689),27
INDICATOR,27
1322,27
"attention,",27
(8686).,27
2/0,27
Procedure.,27
"waters,",27
technician.,27
below),27
captain's,27
Dec.,27
work-rest,27
3.The,27
Chemicals,27
coal,27
7/12/2022.,27
2134,27
abstracts,27
Comply,27
LKT,27
SOM-0701-17,27
Agenda,27
hi-wool,27
No2,27
6103,27
II-1,27
in-operational,27
SMI-S-H27-Instructions,27
manpower,27
bottled,27
established.,27
"oversight,",27
Fabricated,27
Floor,27
04110,27
Results,27
SMI-S-D01-,27
unbound,27
MOC,27
tablet,27
Below,27
F.O,27
GASKET,27
soonest.,27
complied.,27
04113,27
SCM.,27
rainwater,27
SMI-S-G10,27
appropriately.,27
prioritizing,27
no.4,27
S-band,27
"locations,",27
summer,27
MAINTENACE,27
anytime,27
refreshment,27
RV98,27
scratched,27
tiller,27
Checklist),27
Apparently,27
Junior,27
iii),27
CA,27
8103,27
"components,",27
5110,27
WHERE,27
restoring,27
9209,27
"14,",27
Feeder,27
KNOWLEDGE,27
Designated,27
9207,27
Water-resistant,27
"station,",27
Navarea,27
waste.,27
min.,27
U,27
inadequate.,27
postponement,27
inspection/monitoring,27
sometimes,27
containment,27
MARKING,27
"opportunity,",27
edge,27
eight,27
Symbols,27
2023).,27
STARBOARD,27
"hazards,",27
prevailing,27
"16,",27
cord,27
1214,27
procure,27
1305,27
manometers,27
5109,27
covid,27
Engineers.,27
1318,27
appreciate,27
110V,27
Permit,27
Certification,27
magnetrons,27
Mentioned,27
preceding,27
Capt.,27
docs,27
foggy,27
Reviewed,27
1659566,27
facilities.,27
5105,27
tablets,27
social,27
Periodically,27
RM,27
Puerto,27
cost,27
Emphasis,27
doubt,27
"materials,",27
platforms.,27
hairline,27
omissions,27
route.,27
2109,27
shippers,27
Decks,27
Mechanical,27
finish,27
conditions:,27
metric,27
SAVING,27
severity,27
extremely,27
Reflective,27
03107,27
condition).,27
LB,27
Ship/Shore,27
vent.,27
ETO.,27
Through,27
hospital.,27
Defects,27
NAME,27
DoC,27
NMA,27
abandoning,27
pre-wash,27
PIPES,27
4105,27
LIFEBOAT,27
"updated,",27
Brazilian,27
Foreman,27
North,27
WEATHER,27
failing,27
1134,27
responding,27
Unloading,27
launch,27
18202,27
enabling,27
restoration,27
Handbook,27
workshop.,27
hygienic,27
9299,27
e-copy,27
"cleanliness,",27
reservoir,27
coat,27
editions,27
9131,27
SMI-S-J16,27
incidents.,27
frame.,27
1336,27
Daylight,27
12106,27
"to,",27
"Electrician,",27
WELL,27
"weather,",27
UWC,27
utilized,27
1137,27
dampers.,27
link.,27
passages,27
publication.,27
Hospital,27
permissions,27
Seaman:,27
MOU,27
tug,27
result.,27
Houston,27
gone,27
thick,27
"stay,",27
fatigue,27
non-conformities,27
light',27
PAGES,27
dept.,27
SURVEY,27
radiotelephone,27
Rushing,27
loadline,27
certs,27
doc,27
Recording,27
1332,27
actively,27
switchboard.,27
Dairy,27
HC,27
Earth,27
V/L,27
Insufficiency,27
"secured,",27
14612,27
Payment,27
Cert,27
releasable,27
achieving,27
watchman,27
V-belt,27
"meetings,",27
"oil,",27
compasses,27
Junction,27
SET,27
VCS,27
"engines,",27
axe,27
keel-laid,27
ESL,27
(why?),27
Compliance:,27
re-occurring,27
checks/,27
105,27
BETWEEN,27
Seafarer's,27
specifications,27
S/I,27
"Indeed,",27
Norwegian,27
experience.,27
"examination,",27
03-05-2024,27
night.,27
5103,27
adhering,27
"FACILITIES,",27
training:,27
Anti,27
SECURING,27
layers,27
Clean,27
grinder,27
witness,27
It's,27
18411,27
"1st,",27
effectiveness.,27
water/weather,27
Berthing,27
t,27
24V,27
COVID19,27
resume,27
"rounds,",27
complacent,27
bin.,27
unclean,27
disconnection,27
"9,",27
establishing,27
Novorossiysk,27
ballasting/de-ballasting,27
functionality.,27
Preparation,27
Poland,27
drainpipe,27
hooks.,27
bed,27
guided,27
"AMSTERDAM,",27
5104,27
APPLIANCES,27
V/V,27
"maneuvering,",27
"facilities,",27
"evidence,",27
conspicuously,27
"authorities,",27
1697433,27
Tool/Equipment,27
depicted,27
"week,",27
"ropes,",27
LEL,27
"purpose,",27
Oiler,27
"sailing,",27
Anodes,27
recharge,27
"Control),",27
fruit,27
INSIDE,27
"equipment's,",27
"transmitter,",27
balance,27
con,27
uses,27
bracket,27
quick-closing,27
aligned,27
Shipnet,27
7102,27
"Rotterdam,",27
"unloading,",27
path,27
Possible,27
Hygiene,27
Memo,27
crewmember,27
description.,27
"November,",27
"bulletin,",27
lifted,27
RA,27
Orientation/Induction,27
sounded,27
"planning,",27
19.,27
"remotely,",27
Board,27
OOW's,27
proposal,27
ago.,27
Five,27
reinstated,27
16104,27
shipment,27
OBSERVED,27
2135,27
supervising.,27
Continue,27
standby,27
discarded.,27
S.,27
really,27
cap.,27
[Attachment,27
PORTSIDE,27
PROVIDE,27
washwater,27
carry-out,27
"handling,",27
"documentation,",27
8107,27
4.5,27
Practice,27
UPDATE,27
waterline,27
Fitness,27
CABLE,27
effective.,27
inspection).,27
build,27
Vancouver.,27
ducts,27
"motor,",27
doors/openings,27
abt,27
AMSA's,27
shipowners,27
call-outs,27
non-availability,27
BWT-plant,27
Flow,27
cold/refrigerator,27
Lapse,27
NOX,27
shelf,27
Inoperative,27
analyser,27
FALL,27
HMC-VMM-003,27
bit,27
connected.,27
back-up,27
quality.,27
9225,27
Officer).,27
depleting,27
SMI-S-M05,27
"paint,",27
Philippines,27
method.,27
14101,27
messroom,27
diseases,27
SEIZED,27
collect,27
"B,",27
25:Defective,27
Overlooked,27
extensions,27
tap.,27
OWS.,27
ASK,27
procurement,27
seaspray,27
prominent,27
A),27
Rotten,27
lifeline,27
claimed,27
correctness,27
helmsman,27
"machinery,",27
erratic,27
contribute,27
Superintendents/,27
drydocking,27
"degrees,",27
Protocol,27
release.,27
18103,27
solve,27
B),27
Lower,27
completeness,27
in.,27
motor.,27
references,27
Antwerp.,27
12:Inadequate,27
sector,27
printing,27
"point,",27
Urgent,27
POSITION.,27
A-class,27
present.,27
learning.,27
CHAPTER,27
followed:,27
(Port,27
December.,27
WRH,27
lift,27
labelled,27
suggestion,27
1124,27
on-line,27
"incomplete,",27
"stations,",27
band,27
Faucet,27
RCA/CAP,26
register,26
14807,26
"alarm,",26
procedure/,26
"reasons,",26
bubble,26
accessed,26
"done,",26
TECHNICAL,26
"contacted,",26
ONBOARD.,26
Timely,26
SoC,26
4121,26
PERIOD,26
study.,26
Breathing,26
re-check,26
"regulation,",26
suffered,26
informations,26
14302,26
Lube,26
seaworthiness,26
CERTIFICATE.,26
yard,26
publications.,26
movements,26
Mental,26
scanned,26
"highlighted,",26
Covers,26
"survey,",26
10124,26
incase,26
Ghent,26
1140,26
shipped,26
sharing.,26
2136,26
Piraeus,26
9113,26
"CBA,",26
FAILED,26
Requirements.,26
RM99,26
unfortunate,26
leg,26
3112,26
"BWTS,",26
LEVEL,26
refers,26
6),26
experiencing,26
-Subject,26
OOWs,26
Water/Weathertight,26
stevedores.,26
clearly.,26
response.,26
red,26
His,26
9108,26
10107,26
"fleetwide,",26
Amendment,26
CHANGED,26
participate,26
shallow,26
apparatus.,26
instruction/information,26
DAY,26
7117,26
sake,26
`Other,26
thereto,26
whom,26
5107,26
officers',26
"""The",25
nothing,25
draught,25
Time:,25
undergo,25
4.2,25
doubt.,25
Australia.,25
approx.,25
Which,25
1209,25
KR,25
CAP,25
max.,25
periods,25
re-issue,25
permit.,25
AM,25
"08th,",25
Singapore.,25
translation,25
HOLDING,25
answer,25
Properly,25
fender,25
Publication,25
answered,25
foam,25
trigger,25
Berth,25
15105,25
SS,25
15104,25
faced,25
events,25
serial,25
signed.,25
Synchronization,24
(AHP20),24
gymnasium,24
ENTRY,24
Ice,24
heated,24
manager's,24
Rotterdam.,24
scanner,24
catch,24
Wash,24
(22/03/2025),24
cause.,24
12107,24
DETECTOR,24
(NOT,24
sanitation,24
combined,24
"troubleshooting,",24
"daily,",24
linked,24
"""Instruction",24
Corrected:,24
hooter,24
failures,24
FIXED,24
older,24
160,24
AND/OR,24
diligence,24
utmost,24
6109,24
2106,24
04101,24
07120,24
GRT,24
"once,",24
permitted,24
no.5,24
act),24
RAISED,24
underneath,24
HOLED,24
7115,24
SPARES,24
Bayonne,24
English.,24
(pyrotechnics),24
flooring,24
impression,24
RECREATIONAL,24
1/E,24
Already,24
Propulsion,24
familirization,24
LIMITED,24
"passage,",24
MORTISE,24
10137,24
ISC,24
container.,24
operative,24
Manufacturer,24
Amendments,24
Department.,24
equipments.,24
pilots,24
impairing,24
O-rings,24
"applicable,",24
1323,24
Having,24
0.50%,24
Thermometer,24
"operator,",24
Smoke,24
ships',24
Fumigation,24
Vol.,24
6199,24
radio.,24
Consistent,24
given.,24
"sea,",24
SMS/,24
compatible,24
switch.,24
tracing,24
Ingress,24
for:,24
hose.,24
SUPPLY,24
Occasional,24
unexpectedly,24
Philippine,24
RPM.,24
Grinding,24
specifications.,24
GE,24
hourly,24
digitally,24
effluent,24
"Nevertheless,",24
samples.,24
Number:,24
endorsement.,24
existence,24
"familiarization,",24
"Society,",24
5118,24
19-Dec-,24
A3.2,24
De,24
Rat,24
Additionally,24
fasteners,24
matching,24
Jibe,24
Skill,24
thimble,24
Prepared,24
sizes,24
soundings,24
18429,24
stained,24
caps.,24
Secondary,24
rail.,24
rail,24
"inspection""",24
PERMISSION,24
"nuts,",24
Taking,24
Chain,24
Circulation,24
I.Hukov,24
zones,24
Team.,24
inattention,24
Toolbox,24
cell,24
half,24
RH10,24
RO98,24
1218,24
Degas,24
Copies,24
alkalis,24
escaped,24
Dynapower,24
arrestor,24
exact,24
fatigue.,24
9109,24
BOXES,24
AREAS,24
PURIFIER,24
aloft,24
IL,24
"implementation,",24
superficial,24
"R&R,",24
Audible,24
8104,24
Multiple,24
Practices,24
capacities,24
contractor,24
deviations,24
insist,24
e-NP,24
remedial,24
Turbidity,24
(only,24
fading,24
"motivation,",24
Acts/,24
1320,24
none,24
appliances.,24
manufacture,24
tanks',24
perception/risk,24
2103,24
Brief,24
VESSEL'S,24
routine/,24
Structural,24
RR,24
engagement,24
OT/payment,24
OFFICE,24
Settings,24
incl.,24
aboard,24
incapacitated,24
smallest,24
"then,",24
O,24
pads,24
Resting,24
Deficiencies),24
Res.,24
05.,24
"frames,",24
Important,24
audits/,24
Firefighting,24
accessing,24
displaced,24
15.,24
"antenna,",24
seamanship,24
Challenging,24
Vegetable,24
PCS,24
(Material,24
Ship',24
bonding,24
"skills,",24
IC,24
"booklet,",24
someone,24
1316,24
antennae,24
hearing,24
J,24
disposition,24
"bolts,",24
weather-tight,24
figure,24
deposits,24
"supports,",24
"ROTTERDAM,",24
2019,24
Liberian,24
"emergency,",24
collecting,24
STILL,24
Configs,24
"therefore,",24
9106,24
swiftly,24
"tk.,",24
observing,24
clarity,24
Fitter,24
flange.,24
unsatisfactory,24
retro,24
"collection,",24
08107,24
IDENTIFICATION,24
PREVENTIVE,24
3109,24
stayed,24
Ghent.,24
loading.,24
RETAINED,24
Warm,24
PAINT,24
damages.,24
DOORS,24
tendered,24
FFE/LSA,24
checklists.,24
(P&S),24
showers.,24
02101,24
self-igniting,24
Em'cy,24
Installation,24
L.O,24
"No.1,",24
Dalian,24
calorifier,24
RENEWED,24
SEAL,24
breakers,24
experiences,24
brass,24
tachometer,24
06107,24
upgrading,24
align,24
Scupper,24
fully.,24
D2.,24
"design,",24
de-watering,24
residence,24
belts,24
Peak,24
fulfill,24
contacting,24
05105,24
Take,24
woody,24
.;,24
9204,24
signs.,24
1719476,24
obstructing,24
Distribution;,24
Sept.,24
Regs4Ships,24
1106,24
transparent,24
"fuel,",24
OCEAN,24
undergone,24
fortified.,24
purchasing,24
18427,24
"tanks,",24
bunkering.,24
CENG,24
scope:,24
communicating,24
bell,24
gear.,24
shackle.,24
"INSPECTION,",24
"promptly,",24
AN,24
Facilities,24
emptied,24
Viraj,24
Established,24
oil),24
"fact,",24
Line-throwing,24
promotion,24
MM,24
blockers,24
insurance,24
oxy,24
MONITORED,24
scheduled.,24
Kraft,24
logistical,24
Model,24
mistakes,24
Measure:,24
Suptd,24
info,24
1/,24
seamen,24
Page,24
booked,24
itself.,24
storage.,24
symbols.,24
increasing,24
is:,24
river,24
MSC.,24
DNV.,24
Jan.,24
tugs,24
SPECIFIED,24
RH13,24
responsibility.,24
hesitate,24
8105,24
L2,24
Training:,24
decontamination,24
"""SOM-1002-02",24
1659555,24
stanchions.,24
re-tightened,24
enforcing,24
incurred;,24
01214,24
Issue).,24
drops,24
"PSCI,",24
delays.,24
Africa,24
reasonable,24
issue).,24
donned,24
lodged,24
Troubleshooting,24
(ref,24
Tankers,24
swivels,24
SMI-S-E01,24
learnings,24
aside,24
"Non-conformities,",24
RENEWED.,24
training/education,24
SHIPS,24
e-,24
valve's,24
late,24
re-inspection.,24
concerned.,24
?,24
simply,24
narrow,24
"Analysis,",24
"guide,",24
Recorded,24
ago!,24
Supports,24
---,24
Basis,24
obtained.,24
"A,",24
stuffing,24
Correcting,24
07111,24
Materials,24
(last,24
107(49),24
"times,",24
Dedicated,24
Deficiency.,24
Wrist,24
COOLING,24
"guidelines,",24
compartments,24
title,24
Electro,24
Stern,24
"used,",24
STOP,24
seafarers.,24
weekly/monthly,24
"II-2,",24
medium,24
pasta,24
solely,24
Antifouling,24
freezing,24
107(49).,24
recording.,24
Ventilators,24
whereas,24
"Office,",24
identity,24
PRESENTED,24
Exercise,24
"as,",24
insulated.,24
gyro.,24
heads.,24
"Vancouver,",24
JOB/SYSTEM,24
CAUSE:,24
swift,24
conditional,24
body.,24
ADJUSTED,24
18326,24
davit.,24
OVER,24
07122,24
enhanced.,24
re-checked,24
QHSE/Vetting,24
prevents,24
STOVE,24
07103,24
generating,24
endorse,24
supervision;,24
Informed,24
(i.e.,24
lacking,24
coamings,24
PLANNING,24
2119,24
Mode,24
COVID-19,24
VENTILATOR,24
illumination,24
Adjust,24
APPROVED,24
Poster,24
3/E,24
drop,24
INSTRUCTION.,24
laundry.,24
stains.,24
watertightness,24
reissued,24
quarters,24
repainted,24
production,24
REQUESTED,24
Pumps,24
hold.,24
1628850,24
accumulation.,24
THEN,24
"Reports,",24
"Machong,",24
"new,",23
gives,23
"base,",23
maneuvering.,23
SUPPLIED,23
February.,23
aware.,23
colour.,23
Waters,23
PIC:,23
"statement,",23
REMOVED,23
packaging,23
disport,23
named,23
Capacity,23
1695050,23
REPORTED,23
Follow-up,23
1722711,23
examine,23
Intermediate,23
"wheelhouse,",23
of:,23
15PPM,23
STORAGE,23
(for,23
"shapes,",23
offered.,23
hung,23
PLACE,23
"findings,",23
GS,23
Shut,23
Point,23
denied,23
Has,23
ACCOMODATION,23
jet,23
incinerator.,23
9128,23
"premises,",23
9211,23
handles,23
involved.,23
condenser,23
TEMPERATURE,23
too.,23
refreshed,23
wording,23
majority,23
instance,23
WORKSHOP,23
owner's,23
"data,",23
Wheelhouse,23
achieve,23
3106,23
later.,23
fixed.,23
"noticed,",23
system's,23
1107,23
speakers.,23
excessively,23
"vibration,",23
auditors/,23
12101,23
intact.,23
escape.,23
DRAIN,23
variation,23
LANGUAGE,23
Contract,23
measures),23
Black,23
SAME,23
sms,22
simultaneously,22
allegedly,22
(Flag,22
STRUCTURE,22
drydocking.,22
2.7,22
mic,22
bands,22
CERT,22
FILLED,22
tough,22
ICLL,22
C.A.,22
3.3,22
cleared.,22
"applies,",22
repeater.,22
Misunderstanding,22
correspond,22
2025.,22
"unfortunately,",22
amended.,22
2.3,22
card.,22
Index,22
90,22
4101,22
dual,22
hectic,22
underside,22
1101,22
third-party,22
explanations,22
Content,22
Netherlands.,22
Covid,21
blanked,21
ducting,21
"forecastle,",21
ETB,21
ADDITIONAL,21
bulb.,21
07126,21
"solved,",21
handling.,21
pin.,21
OOW.,21
1661665,21
Trouble,21
Indication,21
mechanism.,21
"well,",21
EGCS.,21
POOR,21
CHECKLIST,21
weld,21
May.,21
1105,21
1740443,21
"OOW,",21
Small,21
"agreement,",21
served,21
recognizing,21
factor.,21
C-deck,21
reinforced,21
close.,21
Saturday,21
gloves,21
Checklist',21
Charterer,21
Kindly,21
"problem,",21
stationed,21
NO.4,21
fire-extinguishing,21
venting,21
"makers,",21
pad,21
Survey.,21
composition,21
(perceived,21
"persons,",21
party),21
Retention,21
Simplified,21
successfully.,21
strands,21
Mist,21
clips,21
2.Master,21
Winch,21
"hatch,",21
"inspect,",21
"slackness,",21
Conflicting,21
MARSEC,21
COMPASS,21
COMPLETION,21
chemical/oil,21
force.,21
"PPE,",21
PSCI.,21
Tank.,21
onwards.,21
auditors.,21
marker,21
settle,21
Platform,21
"compass,",21
slack,21
Display,21
fulfilled,21
Mater,21
great,21
Reason,21
04109,21
"correctly,",21
protocol,21
Familiarize,21
(Bureau,21
"forms,",21
SEPARATOR,21
messrooms.,21
"Taman,",21
shore.,21
1737771,21
paramount,21
"observations,",21
briefing.,21
READY,21
Overhaul,21
"drydock,",21
Freefall,21
Running,21
cleats.,21
storeroom.,21
inspection/repair/maintenance,21
Is,21
Suitable,21
particles,21
assignment.,21
health.,21
soon.,21
THROUGHOUT,21
closely.,21
involves,21
originally,21
Laundry,21
surveys.,21
shipowners',21
PERSONS,21
engine's,21
